sst_mean,sst_max,sst_min,sst_std,par_mean,par_max,par_min,par_std,kd_490_mean,kd_490_max,kd_490_min,kd_490_std,month_sin,month_cos,co2_ppm,time,month,pred_chlor_a_mean,pred_poc_mean,bleaching_risk,bio_demand,bio_supply
28.040504,32.077442,24.990463,0.9286801,42.12124,49.158504,29.397259,2.9457948,0.045980986,2.4326215,0.019743279,0.058003508,0.8660254037844387,-0.4999999999999998,412.80615,2033-04-30 00:45:01.884,4,0.29135707,67.47367,0,1.2346057366198397,1.9278191
26.648115,30.68522,21.610048,1.1386346,35.819885,43.38895,25.87934,2.804837,0.044586066,1.802254,0.020179147,0.04636476,0.49999999999999994,-0.8660254037844387,414.41144,2033-05-31 00:45:01.884,5,0.27376795,66.13154,0,1.1210195980076616,1.8894725
25.462744,29.098389,19.048,1.3291506,34.53909,41.458664,25.368752,2.249198,0.042761482,1.8557034,0.021563504,0.03802001,1.2246467991473532e-16,-1.0,415.12137,2033-06-30 00:45:01.884,6,0.25310543,63.94071,0,1.0325949159327827,1.8268774
25.167126,28.669605,19.159712,1.444494,37.406242,43.954784,27.454313,1.9865571,0.04253296,1.8960508,0.022822278,0.03341332,-0.4999999999999997,-0.8660254037844388,416.81845,2033-07-31 00:45:01.884,7,0.25216538,63.468475,0,1.0116516493214107,1.813385
25.299026,28.628649,20.496717,1.3160281,43.357124,49.431362,31.356722,2.004695,0.041589107,2.220208,0.023225881,0.03567289,-0.8660254037844385,-0.5000000000000004,415.44577,2033-08-31 00:45:01.884,8,0.2303206,61.99839,0,1.0209431969167313,1.7713826
25.844501,29.297333,22.452358,1.0668219,51.211594,56.439674,36.901676,2.4037538,0.04043988,2.8191233,0.022155514,0.042148203,-1.0,-1.8369701987210297e-16,413.38278,2033-09-30 00:45:01.884,9,0.21337298,57.405518,0,1.0602835249357194,1.6401577
26.751417,30.5615,23.846067,0.8974268,55.493446,60.436813,39.57062,2.9600024,0.03929953,2.2705405,0.021094179,0.038573142,-0.8660254037844386,0.5000000000000001,411.19656,2033-10-31 00:45:01.884,10,0.19430763,55.22973,1,1.1290752959564687,1.5779922
27.851183,31.571213,25.01123,0.85900086,53.90775,62.218353,40.34999,3.5500958,0.038353615,1.4809729,0.020090308,0.038409665,-0.5000000000000004,0.8660254037844384,407.28653,2033-11-30 00:45:01.884,11,0.19800015,53.490726,1,1.218510176574227,1.5283065
28.375423,32.41728,25.740616,0.7903506,50.839672,61.361835,36.94807,3.790915,0.040223114,1.8669481,0.019506328,0.04872282,-2.4492935982947064e-16,1.0,409.2358,2033-12-31 00:45:01.884,12,0.1992311,56.007298,0,1.263602152694709,1.6002085
28.706291,32.64582,26.198893,0.6864009,49.77986,60.869926,35.896095,3.5524273,0.043259073,2.5674455,0.020062093,0.06541219,0.49999999999999994,0.8660254037844387,409.93866,2034-01-31 00:45:01.884,1,0.23471604,58.79643,0,1.2929164954665746,1.6798979
29.07508,32.40012,26.327063,0.617646,49.93246,59.59081,35.49862,3.2752833,0.0444436,2.5594158,0.020949803,0.06499332,0.8660254037844386,0.5000000000000001,408.89957,2034-02-28 00:45:01.884,2,0.26059058,60.450817,0,1.3263927258523112,1.7271662
29.00943,31.92444,26.118021,0.5791349,48.675213,55.279354,34.367245,2.8215692,0.044685267,2.3167214,0.021592861,0.053599827,1.0,6.123233995736766e-17,409.83286,2034-03-31 00:45:01.884,3,0.2686848,63.08667,0,1.3203706729455154,1.8024763
28.160606,31.037428,24.874836,0.68427545,42.673847,49.72616,32.68835,2.4915419,0.044772748,1.8381257,0.02156187,0.044318922,0.8660254037844387,-0.4999999999999998,413.1467,2034-04-30 00:45:01.884,4,0.27202073,65.08295,0,1.2449265270730359,1.8595128
